function_name,basicblock_id,number_of_instructions,instructions
lua_toclose,BB#1,5,"renamable $rax = MOV64rm renamable $rbx, 1, $noreg, 32, $noreg :: (load (s64) from %ir.5, !tbaa !3); renamable $esi = MOV32rr killed renamable $esi, implicit-def $rsi; renamable $rsi = SHL64ri killed renamable $rsi(tied-def 0), 4, implicit-def dead $eflags; renamable $rsi = ADD64rm killed renamable $rsi(tied-def 0), renamable $rax, 1, $noreg, 0, $noreg, implicit-def dead $eflags :: (load (s64) from %ir.6, !tbaa !12); JMP_1 %bb.3"
lua_toclose,BB#2,4,"renamable $rsi = MOVSX64rr32 killed renamable $esi; renamable $rsi = SHL64ri killed renamable $rsi(tied-def 0), 4, implicit-def dead $eflags; renamable $rsi = ADD64rm killed renamable $rsi(tied-def 0), renamable $rbx, 1, $noreg, 16, $noreg, implicit-def dead $eflags :: (load (s64) from %ir.11, !tbaa !12); renamable $rax = MOV64rm renamable $rbx, 1, $noreg, 32, $noreg :: (load (s64) from %ir.15, !tbaa !3)"
lua_toclose,BB#3,5,"renamable $bp = MOV16rm killed renamable $rax, 1, $noreg, 60, $noreg, implicit-def $ebp :: (load (s16) from %ir.20, align 4, !tbaa !68); $rdi = COPY renamable $rbx; CALL64pcrel32 @luaF_newtbcupval, <regmask $bh $bl $bp $bph $bpl $bx $ebp $ebx $hbp $hbx $rbp $rbx $r12 $r13 $r14 $r15 $r12b $r13b $r14b $r15b $r12bh $r13bh $r14bh $r15bh $r12d $r13d $r14d $r15d $r12w $r13w $r14w $r15w $r12wh and 3 more...>, implicit $rsp, implicit $ssp, implicit $rdi, implicit $rsi, implicit-def $rsp, implicit-def $ssp; CMP16ri renamable $bp, -1, implicit-def $eflags; JCC_1 %bb.5, 12, implicit $eflags"
lua_toclose,BB#4,4,"renamable $eax = MOV32ri -3; renamable $eax = SUB32rr killed renamable $eax(tied-def 0), killed renamable $ebp, implicit-def dead $eflags; renamable $rcx = MOV64rm killed renamable $rbx, 1, $noreg, 32, $noreg :: (load (s64) from %ir.24, !tbaa !3); MOV16mr killed renamable $rcx, 1, $noreg, 60, $noreg, renamable $ax, implicit killed $eax :: (store (s16) into %ir.27, align 4, !tbaa !68)"
lua_toclose,BB#5,7,"$rsp = frame-destroy ADD64ri32 $rsp(tied-def 0), 8, implicit-def dead $eflags; frame-destroy CFI_INSTRUCTION def_cfa_offset 24; $rbx = frame-destroy POP64r implicit-def $rsp, implicit $rsp; frame-destroy CFI_INSTRUCTION def_cfa_offset 16; $rbp = frame-destroy POP64r implicit-def $rsp, implicit $rsp; frame-destroy CFI_INSTRUCTION def_cfa_offset 8; RET 0"
lua_concat,BB#0,11,"frame-setup PUSH64r killed $r14, implicit-def $rsp, implicit $rsp; frame-setup CFI_INSTRUCTION def_cfa_offset 16; frame-setup PUSH64r killed $rbx, implicit-def $rsp, implicit $rsp; frame-setup CFI_INSTRUCTION def_cfa_offset 24; frame-setup PUSH64r undef $rax, implicit-def $rsp, implicit $rsp; frame-setup CFI_INSTRUCTION def_cfa_offset 32; CFI_INSTRUCTION offset $rbx, -24; CFI_INSTRUCTION offset $r14, -16; renamable $rbx = COPY $rdi; TEST32rr renamable $esi, renamable $esi, implicit-def $eflags; JCC_1 %bb.2, 14, implicit killed $eflags"
lua_concat,BB#1,3,"$rdi = COPY renamable $rbx; CALL64pcrel32 @luaV_concat, <regmask $bh $bl $bp $bph $bpl $bx $ebp $ebx $hbp $hbx $rbp $rbx $r12 $r13 $r14 $r15 $r12b $r13b $r14b $r15b $r12bh $r13bh $r14bh $r15bh $r12d $r13d $r14d $r15d $r12w $r13w $r14w $r15w $r12wh and 3 more...>, implicit $rsp, implicit $ssp, implicit $rdi, implicit $esi, implicit-def $rsp, implicit-def $ssp; JMP_1 %bb.3"
lua_concat,BB#2,10,"renamable $r14 = MOV64rm renamable $rbx, 1, $noreg, 16, $noreg :: (load (s64) from %ir.6, !tbaa !12); $rsi = MOV32ri64 @.str; $rdi = COPY renamable $rbx; dead $edx = MOV32r0 implicit-def dead $eflags, implicit-def $rdx; CALL64pcrel32 @luaS_newlstr, <regmask $bh $bl $bp $bph $bpl $bx $ebp $ebx $hbp $hbx $rbp $rbx $r12 $r13 $r14 $r15 $r12b $r13b $r14b $r15b $r12bh $r13bh $r14bh $r15bh $r12d $r13d $r14d $r15d $r12w $r13w $r14w $r15w $r12wh and 3 more...>, implicit $rsp, implicit $ssp, implicit $rdi, implicit $rsi, implicit killed $rdx, implicit-def $rsp, implicit-def $ssp, implicit-def $rax; MOV64mr renamable $r14, 1, $noreg, 0, $noreg, renamable $rax :: (store (s64) into %ir.7, !tbaa !12); renamable $al = MOV8rm killed renamable $rax, 1, $noreg, 8, $noreg :: (load (s8) from %ir.9, align 8, !tbaa !37); renamable $al = OR8ri killed renamable $al(tied-def 0), 64, implicit-def dead $eflags; MOV8mr killed renamable $r14, 1, $noreg, 8, $noreg, killed renamable $al :: (store (s8) into %ir.12, align 8, !tbaa !13); ADD64mi32 renamable $rbx, 1, $noreg, 16, $noreg, 16, implicit-def dead $eflags :: (store (s64) into %ir.6, !tbaa !12), (load (s64) from %ir.6, !tbaa !12)"
lua_concat,BB#3,3,"renamable $rax = MOV64rm renamable $rbx, 1, $noreg, 24, $noreg :: (load (s64) from %ir.16, !tbaa !17); CMP64mi32 killed renamable $rax, 1, $noreg, 24, $noreg, 0, implicit-def $eflags :: (load (s64) from %ir.18, !tbaa !36); JCC_1 %bb.5, 15, implicit $eflags"
lua_concat,BB#4,7,"$rsp = frame-destroy ADD64ri32 $rsp(tied-def 0), 8, implicit-def dead $eflags; frame-destroy CFI_INSTRUCTION def_cfa_offset 24; $rbx = frame-destroy POP64r implicit-def $rsp, implicit $rsp; frame-destroy CFI_INSTRUCTION def_cfa_offset 16; $r14 = frame-destroy POP64r implicit-def $rsp, implicit $rsp; frame-destroy CFI_INSTRUCTION def_cfa_offset 8; RET 0"
lua_concat,BB#5,8,"$rdi = COPY killed renamable $rbx; $rsp = frame-destroy ADD64ri32 $rsp(tied-def 0), 8, implicit-def dead $eflags; frame-destroy CFI_INSTRUCTION def_cfa_offset 24; $rbx = frame-destroy POP64r implicit-def $rsp, implicit $rsp; frame-destroy CFI_INSTRUCTION def_cfa_offset 16; $r14 = frame-destroy POP64r implicit-def $rsp, implicit $rsp; frame-destroy CFI_INSTRUCTION def_cfa_offset 8; TCRETURNdi64 @luaC_step, 0, <regmask $bh $bl $bp $bph $bpl $bx $ebp $ebx $hbp $hbx $rbp $rbx $r12 $r13 $r14 $r15 $r12b $r13b $r14b $r15b $r12bh $r13bh $r14bh $r15bh $r12d $r13d $r14d $r15d $r12w $r13w $r14w $r15w $r12wh and 3 more...>, implicit $rsp, implicit $ssp, implicit $rdi"
lua_len,BB#0,7,"frame-setup PUSH64r killed $rbx, implicit-def $rsp, implicit $rsp; frame-setup CFI_INSTRUCTION def_cfa_offset 16; CFI_INSTRUCTION offset $rbx, -16; renamable $rbx = COPY $rdi; renamable $rax = MOV64rm $rdi, 1, $noreg, 32, $noreg :: (load (s64) from %ir.3, !tbaa !3); TEST32rr renamable $esi, renamable $esi, implicit-def $eflags; JCC_1 %bb.3, 14, implicit killed $eflags"
lua_len,BB#1,5,"renamable $edx = MOV32rr killed renamable $esi, implicit-def $rdx; renamable $rdx = SHL64ri killed renamable $rdx(tied-def 0), 4, implicit-def dead $eflags; renamable $rdx = ADD64rm killed renamable $rdx(tied-def 0), killed renamable $rax, 1, $noreg, 0, $noreg, implicit-def dead $eflags :: (load (s64) from %ir.4, !tbaa !12); CMP64rm renamable $rdx, renamable $rbx, 1, $noreg, 16, $noreg, implicit-def $eflags :: (load (s64) from %ir.10, !tbaa !12); JCC_1 %bb.10, 2, implicit $eflags"
lua_len,BB#2,3,"renamable $rdx = MOV64rm renamable $rbx, 1, $noreg, 24, $noreg :: (load (s64) from %ir.51, !tbaa !17), (load (s64) from %ir.47, !tbaa !17), (load (s64) from %ir.14, !tbaa !17); renamable $rdx = nuw ADD64ri32 killed renamable $rdx(tied-def 0), 80, implicit-def dead $eflags; JMP_1 %bb.10"
lua_len,BB#3,2,"CMP32ri renamable $esi, -1000999, implicit-def $eflags; JCC_1 %bb.5, 12, implicit killed $eflags"
lua_len,BB#4,4,"renamable $rdx = MOVSX64rr32 killed renamable $esi; renamable $rdx = SHL64ri killed renamable $rdx(tied-def 0), 4, implicit-def dead $eflags; renamable $rdx = ADD64rm killed renamable $rdx(tied-def 0), renamable $rbx, 1, $noreg, 16, $noreg, implicit-def dead $eflags :: (load (s64) from %ir.20, !tbaa !12); JMP_1 %bb.10"
lua_len,BB#5,2,"CMP32ri renamable $esi, -1001000, implicit-def $eflags; JCC_1 %bb.7, 5, implicit killed $eflags"
lua_len,BB#6,3,"renamable $rdx = MOV64rm renamable $rbx, 1, $noreg, 24, $noreg :: (load (s64) from %ir.27, !tbaa !17); renamable $rdx = nuw ADD64ri32 killed renamable $rdx(tied-def 0), 64, implicit-def dead $eflags; JMP_1 %bb.10"
lua_len,BB#7,3,"renamable $rax = MOV64rm killed renamable $rax, 1, $noreg, 0, $noreg :: (load (s64) from %ir.4, !tbaa !12); CMP8mi renamable $rax, 1, $noreg, 8, $noreg, 102, implicit-def $eflags :: (load (s8) from %ir.32, align 8, !tbaa !12); JCC_1 %bb.2, 5, implicit $eflags"
lua_len,BB#8,6,"renamable $ecx = MOV32ri -1001000; renamable $ecx = nuw nsw SUB32rr killed renamable $ecx(tied-def 0), renamable $esi, implicit-def dead $eflags; renamable $rax = MOV64rm killed renamable $rax, 1, $noreg, 0, $noreg :: (load (s64) from %ir.31, !tbaa !12); renamable $edx = MOVZX32rm8 renamable $rax, 1, $noreg, 10, $noreg :: (load (s8) from %ir.38, align 2, !tbaa !29); CMP32rr killed renamable $ecx, killed renamable $edx, implicit-def $eflags; JCC_1 %bb.2, 7, implicit $eflags"
lua_len,BB#9,4,"renamable $ecx = MOV32ri -1001001, implicit-def $rcx; renamable $ecx = nuw nsw SUB32rr renamable $ecx(tied-def 0), killed renamable $esi, implicit-def dead $eflags, implicit killed $rcx, implicit-def $rcx; renamable $rcx = SHL64ri killed renamable $rcx(tied-def 0), 4, implicit-def dead $eflags; renamable $rdx = LEA64r killed renamable $rax, 1, killed renamable $rcx, 32, $noreg"
lua_len,BB#10,7,"renamable $rsi = MOV64rm renamable $rbx, 1, $noreg, 16, $noreg :: (load (s64) from %ir.56, !tbaa !12); $rdi = COPY renamable $rbx; CALL64pcrel32 @luaV_objlen, <regmask $bh $bl $bp $bph $bpl $bx $ebp $ebx $hbp $hbx $rbp $rbx $r12 $r13 $r14 $r15 $r12b $r13b $r14b $r15b $r12bh $r13bh $r14bh $r15bh $r12d $r13d $r14d $r15d $r12w $r13w $r14w $r15w $r12wh and 3 more...>, implicit $rsp, implicit $ssp, implicit $rdi, implicit $rsi, implicit $rdx, implicit-def $rsp, implicit-def $ssp; ADD64mi32 killed renamable $rbx, 1, $noreg, 16, $noreg, 16, implicit-def dead $eflags :: (store (s64) into %ir.56, !tbaa !12), (load (s64) from %ir.56, !tbaa !12); $rbx = frame-destroy POP64r implicit-def $rsp, implicit $rsp; frame-destroy CFI_INSTRUCTION def_cfa_offset 8; RET 0"
lua_getallocf,BB#0,2,"TEST64rr renamable $rsi, renamable $rsi, implicit-def $eflags; JCC_1 %bb.2, 4, implicit $eflags"
lua_getallocf,BB#1,3,"renamable $rax = MOV64rm renamable $rdi, 1, $noreg, 24, $noreg :: (load (s64) from %ir.5, !tbaa !17); renamable $rax = MOV64rm killed renamable $rax, 1, $noreg, 8, $noreg :: (load (s64) from %ir.7, !tbaa !69); MOV64mr killed renamable $rsi, 1, $noreg, 0, $noreg, killed renamable $rax :: (store (s64) into %ir.1, !tbaa !23)"
lua_getallocf,BB#2,3,"renamable $rax = MOV64rm killed renamable $rdi, 1, $noreg, 24, $noreg :: (load (s64) from %ir.10, !tbaa !17); renamable $rax = MOV64rm killed renamable $rax, 1, $noreg, 0, $noreg :: (load (s64) from %ir.11, !tbaa !70); RET 0, $rax"
lua_setallocf,BB#0,4,"renamable $rax = MOV64rm killed renamable $rdi, 1, $noreg, 24, $noreg :: (load (s64) from %ir.4, !tbaa !17); MOV64mr renamable $rax, 1, $noreg, 8, $noreg, killed renamable $rdx :: (store (s64) into %ir.6, !tbaa !69); MOV64mr killed renamable $rax, 1, $noreg, 0, $noreg, killed renamable $rsi :: (store (s64) into %ir.5, !tbaa !70); RET 0"
lua_setwarnf,BB#0,4,"renamable $rax = MOV64rm killed renamable $rdi, 1, $noreg, 24, $noreg :: (load (s64) from %ir.4, !tbaa !17); MOV64mr renamable $rax, 1, $noreg, 1408, $noreg, killed renamable $rdx :: (store (s64) into %ir.6, !tbaa !71); MOV64mr killed renamable $rax, 1, $noreg, 1400, $noreg, killed renamable $rsi :: (store (s64) into %ir.7, !tbaa !72); RET 0"
lua_warning,BB#0,1,"TCRETURNdi64 @luaE_warning, 0, <regmask $bh $bl $bp $bph $bpl $bx $ebp $ebx $hbp $hbx $rbp $rbx $r12 $r13 $r14 $r15 $r12b $r13b $r14b $r15b $r12bh $r13bh $r14bh $r15bh $r12d $r13d $r14d $r15d $r12w $r13w $r14w $r15w $r12wh and 3 more...>, implicit $rsp, implicit $ssp, implicit $rdi, implicit $rsi, implicit $edx"
lua_newuserdatauv,BB#0,12,"frame-setup PUSH64r killed $rbx, implicit-def $rsp, implicit $rsp; frame-setup CFI_INSTRUCTION def_cfa_offset 16; CFI_INSTRUCTION offset $rbx, -16; renamable $rbx = COPY $rdi; CALL64pcrel32 @luaS_newudata, <regmask $bh $bl $bp $bph $bpl $bx $ebp $ebx $hbp $hbx $rbp $rbx $r12 $r13 $r14 $r15 $r12b $r13b $r14b $r15b $r12bh $r13bh $r14bh $r15bh $r12d $r13d $r14d $r15d $r12w $r13w $r14w $r15w $r12wh and 3 more...>, implicit $rsp, implicit $ssp, implicit $rdi, implicit $rsi, implicit $edx, implicit-def $rsp, implicit-def $ssp, implicit-def $rax; renamable $rcx = MOV64rm renamable $rbx, 1, $noreg, 16, $noreg :: (load (s64) from %ir.5, !tbaa !12); MOV64mr renamable $rcx, 1, $noreg, 0, $noreg, renamable $rax :: (store (s64) into %ir.6, !tbaa !12); MOV8mi killed renamable $rcx, 1, $noreg, 8, $noreg, 71 :: (store (s8) into %ir.7, align 8, !tbaa !13); ADD64mi32 renamable $rbx, 1, $noreg, 16, $noreg, 16, implicit-def dead $eflags :: (store (s64) into %ir.5, !tbaa !12), (load (s64) from %ir.5, !tbaa !12); renamable $rcx = MOV64rm renamable $rbx, 1, $noreg, 24, $noreg :: (load (s64) from %ir.10, !tbaa !17); CMP64mi32 killed renamable $rcx, 1, $noreg, 24, $noreg, 0, implicit-def $eflags :: (load (s64) from %ir.12, !tbaa !36); JCC_1 %bb.2, 14, implicit $eflags"
lua_newuserdatauv,BB#1,4,"$rdi = COPY killed renamable $rbx; renamable $rbx = COPY killed renamable $rax; CALL64pcrel32 @luaC_step, <regmask $bh $bl $bp $bph $bpl $bx $ebp $ebx $hbp $hbx $rbp $rbx $r12 $r13 $r14 $r15 $r12b $r13b $r14b $r15b $r12bh $r13bh $r14bh $r15bh $r12d $r13d $r14d $r15d $r12w $r13w $r14w $r15w $r12wh and 3 more...>, implicit $rsp, implicit $ssp, implicit $rdi, implicit-def $rsp, implicit-def $ssp; renamable $rax = COPY killed renamable $rbx"
lua_newuserdatauv,BB#2,11,"renamable $ecx = MOVZX32rm16 renamable $rax, 1, $noreg, 10, $noreg, implicit-def $rcx :: (load (s16) from %ir.17, !tbaa !73); renamable $rdx = COPY renamable $rcx; renamable $rdx = nuw nsw SHL64ri killed renamable $rdx(tied-def 0), 4, implicit-def dead $eflags; renamable $rdx = nuw nsw ADD64ri32 killed renamable $rdx(tied-def 0), 40, implicit-def dead $eflags; TEST64rr killed renamable $rcx, renamable $rcx, implicit-def $eflags; renamable $rcx = MOV32ri64 32; renamable $rcx = CMOV64rr killed renamable $rcx(tied-def 0), killed renamable $rdx, 5, implicit killed $eflags; renamable $rax = ADD64rr killed renamable $rax(tied-def 0), killed renamable $rcx, implicit-def dead $eflags; $rbx = frame-destroy POP64r implicit-def $rsp, implicit $rsp; frame-destroy CFI_INSTRUCTION def_cfa_offset 8; RET 0, $rax"
lua_getupvalue,BB#0,3,"renamable $rcx = MOV64rm renamable $rdi, 1, $noreg, 32, $noreg :: (load (s64) from %ir.4, !tbaa !3); TEST32rr renamable $esi, renamable $esi, implicit-def $eflags; JCC_1 %bb.3, 14, implicit killed $eflags"
lua_getupvalue,BB#1,5,"renamable $eax = MOV32rr killed renamable $esi, implicit-def $rax; renamable $rax = SHL64ri killed renamable $rax(tied-def 0), 4, implicit-def dead $eflags; renamable $rax = ADD64rm killed renamable $rax(tied-def 0), killed renamable $rcx, 1, $noreg, 0, $noreg, implicit-def dead $eflags :: (load (s64) from %ir.5, !tbaa !12); CMP64rm renamable $rax, renamable $rdi, 1, $noreg, 16, $noreg, implicit-def $eflags :: (load (s64) from %ir.11, !tbaa !12); JCC_1 %bb.10, 2, implicit $eflags"
lua_getupvalue,BB#2,3,"renamable $rax = MOV64rm renamable $rdi, 1, $noreg, 24, $noreg :: (load (s64) from %ir.52, !tbaa !17), (load (s64) from %ir.48, !tbaa !17), (load (s64) from %ir.15, !tbaa !17); renamable $rax = nuw ADD64ri32 killed renamable $rax(tied-def 0), 80, implicit-def dead $eflags; JMP_1 %bb.10"
lua_getupvalue,BB#3,2,"CMP32ri renamable $esi, -1000999, implicit-def $eflags; JCC_1 %bb.5, 12, implicit killed $eflags"
lua_getupvalue,BB#4,4,"renamable $rax = MOVSX64rr32 killed renamable $esi; renamable $rax = SHL64ri killed renamable $rax(tied-def 0), 4, implicit-def dead $eflags; renamable $rax = ADD64rm killed renamable $rax(tied-def 0), renamable $rdi, 1, $noreg, 16, $noreg, implicit-def dead $eflags :: (load (s64) from %ir.21, !tbaa !12); JMP_1 %bb.10"
lua_getupvalue,BB#5,2,"CMP32ri renamable $esi, -1001000, implicit-def $eflags; JCC_1 %bb.7, 5, implicit killed $eflags"
lua_getupvalue,BB#6,3,"renamable $rax = MOV64rm renamable $rdi, 1, $noreg, 24, $noreg :: (load (s64) from %ir.28, !tbaa !17); renamable $rax = nuw ADD64ri32 killed renamable $rax(tied-def 0), 64, implicit-def dead $eflags; JMP_1 %bb.10"
lua_getupvalue,BB#7,3,"renamable $rax = MOV64rm killed renamable $rcx, 1, $noreg, 0, $noreg :: (load (s64) from %ir.5, !tbaa !12); CMP8mi renamable $rax, 1, $noreg, 8, $noreg, 102, implicit-def $eflags :: (load (s8) from %ir.33, align 8, !tbaa !12); JCC_1 %bb.2, 5, implicit $eflags"
lua_getupvalue,BB#8,6,"renamable $ecx = MOV32ri -1001000; renamable $ecx = nuw nsw SUB32rr killed renamable $ecx(tied-def 0), renamable $esi, implicit-def dead $eflags; renamable $rax = MOV64rm killed renamable $rax, 1, $noreg, 0, $noreg :: (load (s64) from %ir.32, !tbaa !12); renamable $r8d = MOVZX32rm8 renamable $rax, 1, $noreg, 10, $noreg :: (load (s8) from %ir.39, align 2, !tbaa !29); CMP32rr killed renamable $ecx, killed renamable $r8d, implicit-def $eflags; JCC_1 %bb.2, 7, implicit $eflags"
lua_getupvalue,BB#9,4,"renamable $ecx = MOV32ri -1001001, implicit-def $rcx; renamable $ecx = nuw nsw SUB32rr renamable $ecx(tied-def 0), killed renamable $esi, implicit-def dead $eflags, implicit killed $rcx, implicit-def $rcx; renamable $rcx = SHL64ri killed renamable $rcx(tied-def 0), 4, implicit-def dead $eflags; renamable $rax = LEA64r killed renamable $rax, 1, killed renamable $rcx, 32, $noreg"
lua_getupvalue,BB#10,4,"renamable $ecx = MOVZX32rm8 renamable $rax, 1, $noreg, 8, $noreg :: (load (s8) from %ir.57, align 8, !tbaa !13); renamable $ecx = AND32ri killed renamable $ecx(tied-def 0), 63, implicit-def dead $eflags; CMP32ri renamable $ecx, 6, implicit-def $eflags; JCC_1 %bb.16, 4, implicit killed $eflags"
lua_getupvalue,BB#11,2,"CMP32ri killed renamable $ecx, 38, implicit-def $eflags; JCC_1 %bb.13, 4, implicit killed $eflags"
lua_getupvalue,BB#12,2,"renamable $eax = MOV32r0 implicit-def dead $eflags, implicit-def $rax; RET 0, $rax"
lua_getupvalue,BB#13,5,"renamable $rax = MOV64rm killed renamable $rax, 1, $noreg, 0, $noreg :: (load (s64) from %ir.56, !tbaa !12); renamable $edx = DEC32r killed renamable $edx(tied-def 0), implicit-def dead $eflags; renamable $ecx = MOVZX32rm8 renamable $rax, 1, $noreg, 10, $noreg :: (load (s8) from %ir.64, align 2, !tbaa !29); CMP32rr renamable $edx, killed renamable $ecx, implicit-def $eflags; JCC_1 %bb.15, 2, implicit killed $eflags"
lua_getupvalue,BB#14,2,"renamable $eax = MOV32r0 implicit-def dead $eflags, implicit-def $rax; RET 0, $rax"
lua_getupvalue,BB#15,5,"renamable $ecx = MOV32rr killed renamable $edx, implicit-def $rcx; renamable $rcx = SHL64ri killed renamable $rcx(tied-def 0), 4, implicit-def dead $eflags; renamable $rcx = LEA64r killed renamable $rax, 1, killed renamable $rcx, 32, $noreg; renamable $rax = MOV32ri64 @.str; JMP_1 %bb.19"
lua_getupvalue,BB#16,5,"renamable $rcx = MOV64rm killed renamable $rax, 1, $noreg, 0, $noreg :: (load (s64) from %ir.56, !tbaa !12); renamable $rax = MOV64rm renamable $rcx, 1, $noreg, 24, $noreg :: (load (s64) from %ir.73, !tbaa !75); renamable $edx = DEC32r killed renamable $edx(tied-def 0), implicit-def dead $eflags; CMP32rm renamable $edx, renamable $rax, 1, $noreg, 16, $noreg, implicit-def $eflags :: (load (s32) from %ir.76, align 8, !tbaa !76); JCC_1 %bb.18, 2, implicit killed $eflags"
lua_getupvalue,BB#17,2,"renamable $eax = MOV32r0 implicit-def dead $eflags, implicit-def $rax; RET 0, $rax"
lua_getupvalue,BB#18,10,"renamable $rdx = MOVSX64rr32 killed renamable $edx; renamable $rcx = MOV64rm killed renamable $rcx, 8, renamable $rdx, 32, $noreg :: (load (s64) from %ir.81, !tbaa !23); renamable $rcx = MOV64rm killed renamable $rcx, 1, $noreg, 16, $noreg :: (load (s64) from %ir.83, !tbaa !12); renamable $rax = MOV64rm killed renamable $rax, 1, $noreg, 80, $noreg :: (load (s64) from %ir.85, !tbaa !78); renamable $rdx = SHL64ri killed renamable $rdx(tied-def 0), 4, implicit-def dead $eflags; renamable $rax = MOV64rm killed renamable $rax, 1, killed renamable $rdx, 0, $noreg :: (load (s64) from %ir.87, !tbaa !79); renamable $rdx = LEA64r renamable $rax, 1, $noreg, 24, $noreg; TEST64rr killed renamable $rax, renamable $rax, implicit-def $eflags; renamable $rax = MOV32ri64 @.str.2; renamable $rax = CMOV64rr killed renamable $rax(tied-def 0), killed renamable $rdx, 5, implicit killed $eflags"
lua_getupvalue,BB#19,7,"renamable $rdx = MOV64rm renamable $rdi, 1, $noreg, 16, $noreg :: (load (s64) from %ir.95, !tbaa !12); renamable $rsi = MOV64rm renamable $rcx, 1, $noreg, 0, $noreg :: (load (s64) from %ir.93); MOV64mr renamable $rdx, 1, $noreg, 0, $noreg, killed renamable $rsi :: (store (s64) into %ir.96); renamable $cl = MOV8rm killed renamable $rcx, 1, $noreg, 8, $noreg :: (load (s8) from %ir.98, align 8, !tbaa !13); MOV8mr killed renamable $rdx, 1, $noreg, 8, $noreg, killed renamable $cl :: (store (s8) into %ir.100, align 8, !tbaa !13); ADD64mi32 killed renamable $rdi, 1, $noreg, 16, $noreg, 16, implicit-def dead $eflags :: (store (s64) into %ir.95, !tbaa !12), (load (s64) from %ir.95, !tbaa !12); RET 0, $rax"
lua_setupvalue,BB#0,3,"renamable $rcx = MOV64rm renamable $rdi, 1, $noreg, 32, $noreg :: (load (s64) from %ir.4, !tbaa !3); TEST32rr renamable $esi, renamable $esi, implicit-def $eflags; JCC_1 %bb.3, 14, implicit killed $eflags"
lua_setupvalue,BB#1,5,"renamable $eax = MOV32rr killed renamable $esi, implicit-def $rax; renamable $rax = SHL64ri killed renamable $rax(tied-def 0), 4, implicit-def dead $eflags; renamable $rax = ADD64rm killed renamable $rax(tied-def 0), killed renamable $rcx, 1, $noreg, 0, $noreg, implicit-def dead $eflags :: (load (s64) from %ir.5, !tbaa !12); CMP64rm renamable $rax, renamable $rdi, 1, $noreg, 16, $noreg, implicit-def $eflags :: (load (s64) from %ir.11, !tbaa !12); JCC_1 %bb.10, 2, implicit $eflags"
lua_setupvalue,BB#2,3,"renamable $rax = MOV64rm renamable $rdi, 1, $noreg, 24, $noreg :: (load (s64) from %ir.52, !tbaa !17), (load (s64) from %ir.48, !tbaa !17), (load (s64) from %ir.15, !tbaa !17); renamable $rax = nuw ADD64ri32 killed renamable $rax(tied-def 0), 80, implicit-def dead $eflags; JMP_1 %bb.10"
lua_setupvalue,BB#3,2,"CMP32ri renamable $esi, -1000999, implicit-def $eflags; JCC_1 %bb.5, 12, implicit killed $eflags"
lua_setupvalue,BB#4,4,"renamable $rax = MOVSX64rr32 killed renamable $esi; renamable $rax = SHL64ri killed renamable $rax(tied-def 0), 4, implicit-def dead $eflags; renamable $rax = ADD64rm killed renamable $rax(tied-def 0), renamable $rdi, 1, $noreg, 16, $noreg, implicit-def dead $eflags :: (load (s64) from %ir.21, !tbaa !12); JMP_1 %bb.10"
lua_setupvalue,BB#5,2,"CMP32ri renamable $esi, -1001000, implicit-def $eflags; JCC_1 %bb.7, 5, implicit killed $eflags"
lua_setupvalue,BB#6,3,"renamable $rax = MOV64rm renamable $rdi, 1, $noreg, 24, $noreg :: (load (s64) from %ir.28, !tbaa !17); renamable $rax = nuw ADD64ri32 killed renamable $rax(tied-def 0), 64, implicit-def dead $eflags; JMP_1 %bb.10"
lua_setupvalue,BB#7,3,"renamable $rax = MOV64rm killed renamable $rcx, 1, $noreg, 0, $noreg :: (load (s64) from %ir.5, !tbaa !12); CMP8mi renamable $rax, 1, $noreg, 8, $noreg, 102, implicit-def $eflags :: (load (s8) from %ir.33, align 8, !tbaa !12); JCC_1 %bb.2, 5, implicit $eflags"
lua_setupvalue,BB#8,6,"renamable $ecx = MOV32ri -1001000; renamable $ecx = nuw nsw SUB32rr killed renamable $ecx(tied-def 0), renamable $esi, implicit-def dead $eflags; renamable $rax = MOV64rm killed renamable $rax, 1, $noreg, 0, $noreg :: (load (s64) from %ir.32, !tbaa !12); renamable $r8d = MOVZX32rm8 renamable $rax, 1, $noreg, 10, $noreg :: (load (s8) from %ir.39, align 2, !tbaa !29); CMP32rr killed renamable $ecx, killed renamable $r8d, implicit-def $eflags; JCC_1 %bb.2, 7, implicit $eflags"
lua_setupvalue,BB#9,4,"renamable $ecx = MOV32ri -1001001, implicit-def $rcx; renamable $ecx = nuw nsw SUB32rr renamable $ecx(tied-def 0), killed renamable $esi, implicit-def dead $eflags, implicit killed $rcx, implicit-def $rcx; renamable $rcx = SHL64ri killed renamable $rcx(tied-def 0), 4, implicit-def dead $eflags; renamable $rax = LEA64r killed renamable $rax, 1, killed renamable $rcx, 32, $noreg"
lua_setupvalue,BB#10,4,"renamable $ecx = MOVZX32rm8 renamable $rax, 1, $noreg, 8, $noreg :: (load (s8) from %ir.57, align 8, !tbaa !13); renamable $ecx = AND32ri killed renamable $ecx(tied-def 0), 63, implicit-def dead $eflags; CMP32ri renamable $ecx, 6, implicit-def $eflags; JCC_1 %bb.16, 4, implicit killed $eflags"
lua_setupvalue,BB#11,2,"CMP32ri killed renamable $ecx, 38, implicit-def $eflags; JCC_1 %bb.13, 4, implicit killed $eflags"
lua_setupvalue,BB#12,2,"renamable $eax = MOV32r0 implicit-def dead $eflags, implicit-def $rax; RET 0, $rax"
